enemy_density,projectile_rate,danger_score,cluster_score,difficulty_pressure,difficulty
0.0797861296252961,0.5764965556748399,0.011462839486554303,3,0.7991773734873517,0.8320590323248847
0.052531918920032915,0.4607486532282731,0.02424592304048867,3,0.7588333562525896,0.733427471303014
0.02910580493133238,0.38749495390611266,0.01479084907242322,8,1.7279383974657183,1.711836655716128
0.0768346369285321,0.4397549596666056,0.03777356505659635,5,1.1625315919898607,1.1329440179757135
0.04175353596705544,0.2222232903929907,0.03259499221140086,4,0.8857120463502941,0.8453774553464483
0.04287641625093524,0.8301732110485012,0.010311589332022116,2,0.6639772060562354,0.6558675651570895
0.04107348030111652,0.9155448828997457,0.02625280699383527,10,2.2922360703590257,2.326915140171307
0.09146707005323541,0.5590707419730816,0.013499331885639008,0,0.1978612099850229,0.203441544746294
0.02451601857390709,0.10859608248829496,0.01445928014448736,8,1.6428254863475582,1.621146087952712
0.04106799473202479,0.5945963285010725,0.02844035339609646,1,0.3963873676491485,0.3926698168957177
0.053426979292166304,0.8451868047223979,0.010574251251245914,1,0.47169898545461847,0.48617678835944034
0.09675745564218867,0.8094141414655376,0.024319725535685666,10,2.276715424239455,2.2473684385248704
0.04266435593939783,0.657431840759424,0.036168395394253504,4,1.0172625380884972,0.9863471460577975
0.02429498930797435,0.22656807639329013,0.017808596069137664,5,1.0788206389242068,1.1069647305397967
0.030737172860452557,0.18556446874122662,0.017640947627426615,2,0.4684186820059891,0.43681460144752904
0.06165472176014209,0.7771089743904156,0.023219278012472026,1,0.45627296444766174,0.4735453943708897
0.03502466856949848,0.6791525288660416,0.05725412928904512,1,0.42570398508847107,0.41109034507904973
0.09473409870256487,0.9261218874526763,0.01511089416291356,5,1.309278974679155,1.294926793965363
0.0485655398481822,0.1743008446173524,0.011675431710936839,6,1.2691950016818478,1.247641478214948
0.09014819877271057,0.3740407013891932,0.030819597639927525,4,0.9454205895765566,0.9657517769094942
0.04821709012168223,0.7406923477007374,0.011832166811594472,4,1.0390392647090447,1.0128459051454237
0.09239350679281637,0.1611407905274002,0.045665259321835516,7,1.485193341060432,1.4590416693679054
0.07453676641420089,0.3503717120635229,0.010280538594120243,0,0.1295286512621412,0.10018582511349924
0.059161917773936784,0.8910052028604103,0.018248069965955384,7,1.6886997501834953,1.6521617634782064
0.02151213580540743,0.3837688500478612,0.018787754524697813,8,1.7253418466609203,1.7014811284518654
0.015897107109859858,0.5843572579494393,0.010079437261926531,2,0.5820921969701751,0.5849428532199382
0.07777094271956646,0.6619576345003086,0.0835241839757825,9,2.038623409961119,2.039501706511138
0.07697993263198907,0.4491364605362569,0.02617052860751938,2,0.5630690236719776,0.6121162601078961
0.057345861296550615,0.6072458270901606,0.010238161389630136,3,0.8014251387939395,0.8462523021834611
0.06247062925612737,0.26554229776496674,0.014199552735088673,8,1.701243788653346,1.68360962901235
0.08625906319756219,0.12921642950807716,0.03135150489697561,2,0.4709129487910869,0.42542144104478985
0.0850790483530028,0.7701806087929796,0.03204004687672431,10,2.2629859065191393,2.2366088090549616
0.08179487538938254,0.4915716980242949,0.017635859799602867,1,0.3755371439840238,0.4003920778059425
0.0212897711633964,0.963614789578036,0.020123424925223888,7,1.6994960532074745,1.736981143755019
0.02757714329162715,0.2184597819466862,0.05829810377727487,1,0.285470698326949,0.2532163583118147
0.02654613827170684,0.14776435574621077,0.023099661863412686,2,0.45691308057805785,0.48394110105629146
0.07042618068505345,0.1215365365850399,0.022274027953140554,4,0.8620436207716562,0.8560872945030323
0.07016539447376205,0.7954741784563135,0.020899044205867284,3,0.8638716807201963,0.850306206695827
0.05208734941810207,0.18793385203810392,0.050427638855657236,10,2.082091888207993,2.106612285250848
0.017916499763563454,0.521091158548894,0.04452880394683273,10,2.1706080582831038,2.209789361986991
0.08665909030761997,0.5658509623965368,0.011218768030013144,0,0.19799676941724964,0.1893226166847094
0.024140120685136074,0.5290993986426509,0.012170603184162819,8,1.7684059764351687,1.7817935574513728
0.03564504918716859,0.8623777314050763,0.01181952269107634,10,2.2717707387158885,2.320272640223139
0.021687923729613125,0.8628798404925564,0.04441634854521691,10,2.2742535989756942,2.3197448526764255
0.026968526442772346,0.42183475825675576,0.01601431206496943,7,1.5378438478228524,1.5367443590203287
0.014316100422223595,0.6091726870664282,0.012677002256676968,5,1.189582036697931,1.143694360140405
0.06645142253746826,0.42717721202570946,0.014600342816674656,5,1.1510086589322883,1.1811823513698179
0.041960831089295623,0.7919490675146673,0.01419909326994309,1,0.45301278823517754,0.40485788592977
0.014547292416587386,0.8148269498800538,0.028025384516228064,4,1.054417349592238,1.0101318275176665
0.07737062302081667,0.6007995242558851,0.015643410022513626,9,2.006579726187513,1.9766458773753859
0.06285426539576387,0.1892332080268721,0.016425785489742453,2,0.4789113991247393,0.5159920853535379
0.03478254120225486,0.26143553733337604,0.01945821573946212,4,0.8927570667085818,0.889342004287755
0.04814699594780083,0.9890207260598028,0.017061496905934375,0,0.31456261598346796,0.3277035115652306
0.09400092175126852,0.27412999702499496,0.011408346149089931,4,0.9127209448626971,0.9274642619440806
0.01112564059093885,0.7345066048320973,0.010451531119428694,0,0.22577997985079656,0.18432415282499093
0.04783735950678012,0.23452543741397955,0.033665905974706645,8,1.6914420202711693,1.7284668160101107
0.05703082985106656,0.1386049883326813,0.05612545666796509,1,0.2699158367887174,0.2615687615841706
0.037660608826715736,0.48266154932618377,0.03396188472939501,0,0.16288902439174885,0.12092090597459274
0.025995205804360967,0.2387275194159612,0.012299982068246642,0,0.08187681397974597,0.1031118572811548
0.05518602975192027,0.6592473535913816,0.032026288771408264,3,0.8207352727572723,0.80486439458877
0.08690411227435321,0.4048189314660048,0.029529392047355763,2,0.5534227915315786,0.5101455416094852
0.06307674462431737,0.6167313804285208,0.025554207001548184,7,1.6090532789161611,1.5794976555442946
0.058551817951742684,0.7743653100973554,0.07234872688123473,10,2.2643448837909763,2.2438852683147763
0.06327854765507222,0.8035728006788323,0.02401592549394179,7,1.6648585895989598,1.6592038468568817
0.03628586032279721,0.5271750328530251,0.021199421249061795,9,1.973278152202559,2.001704860926249
0.052932100632124494,0.31254541583615303,0.010423438140112167,8,1.7117279425685057,1.7539188636596168
0.013103920171732555,0.7231878347895886,0.016768207578447842,4,1.024241168004086,1.0538285904646054
0.0605894498181013,0.9841611012044055,0.0634508674409624,4,1.1261153387949445,1.1756473629735338
0.08443730090420823,0.4764180712759335,0.08617973522280524,7,1.5854925586986037,1.5474265172549564
0.061276270739378184,0.9824121638614273,0.04079318942578517,7,1.7212651682653988,1.7104929046062536
0.06078847396466276,0.999781461417613,0.013915679439323684,2,0.7209541165025475,0.7604160796866787
0.031700099979362927,0.6688390478451077,0.04621326152993694,0,0.2194043966533286,0.2419037274316827
0.06921600770321813,0.3385877958040812,0.012633311768544498,0,0.12486780340589869,0.12207132642447094
0.043746051076895096,0.9456657197300568,0.08315711997387643,9,2.113454955236861,2.1451033278285236
0.0340633530315187,0.16189461703404667,0.019169950753757523,2,0.4626213811704212,0.5028105659594526
0.06630437636717033,0.7125565779447076,0.07435802337727904,2,0.6485298909690191,0.6502828977519609
0.07196054531810535,0.34047968263426553,0.06614581269353431,3,0.7369612309244182,0.7732616230917516
0.09176120654105845,0.47737086431297526,0.028316518712174374,1,0.376402924998645,0.3445669570654563
